position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
3_0	819483748183237_939903442807933	96674c951a4a3359277c7e003a525098ebba7cec	Volendo stare ai sondaggi atuali il NO è al 52% e il SI al 48% senza valutare l astensionismo e altri fattori non trascurabili come gli indecisi  ancora da recuperare.....Noi siamo al 48%  il PD oscilla fra il 40 e il 41% insieme al Governo.......La vedo nera anche dopo per quelli del NO e la gente non l ha capito!!!!!!!!!!!!.......L Italia mi preoccupa perchè con i falliti e i trombati che intravedono la loro rivincita c è poco da sta tranquilli!!!!!!!!!!!....IL NO è frastagliato in tanti partitini disomogenei per ideologia e interessi  tutti contro un nemico comune che ha messo in discussione la loro sopravvivenza e dei loro nciuci perdi tempo.....Secondo voi le prossime elezioni come andranno?......Frattanto ci ritroveremo con la Nazione in balia degli speculatori e di nuovo in crisi economica  ma gli altri avranno salvato il loro  orticello !!!!!!!!	2016-11-18T17:42:59+0000	939905036141107	e5566efa30c80786c12105e7723c9958a59486aa	0	Mettiamoci anche questi...... Vomito..... >:o	2016-11-18T17:47:42+0000	1
3_1	819483748183237_939903442807933	96674c951a4a3359277c7e003a525098ebba7cec	Volendo stare ai sondaggi atuali il NO è al 52% e il SI al 48% senza valutare l astensionismo e altri fattori non trascurabili come gli indecisi  ancora da recuperare.....Noi siamo al 48%  il PD oscilla fra il 40 e il 41% insieme al Governo.......La vedo nera anche dopo per quelli del NO e la gente non l ha capito!!!!!!!!!!!!.......L Italia mi preoccupa perchè con i falliti e i trombati che intravedono la loro rivincita c è poco da sta tranquilli!!!!!!!!!!!....IL NO è frastagliato in tanti partitini disomogenei per ideologia e interessi  tutti contro un nemico comune che ha messo in discussione la loro sopravvivenza e dei loro nciuci perdi tempo.....Secondo voi le prossime elezioni come andranno?......Frattanto ci ritroveremo con la Nazione in balia degli speculatori e di nuovo in crisi economica  ma gli altri avranno salvato il loro  orticello !!!!!!!!	2016-11-18T17:42:59+0000	939921486139462	d46bf3dcf66f390ef463a105bd8cf804c380fee5	0	Ecco un buon motivo per votare Sì  !!!	2016-11-18T18:23:22+0000	2
3_2	819483748183237_939903442807933	96674c951a4a3359277c7e003a525098ebba7cec	Volendo stare ai sondaggi atuali il NO è al 52% e il SI al 48% senza valutare l astensionismo e altri fattori non trascurabili come gli indecisi  ancora da recuperare.....Noi siamo al 48%  il PD oscilla fra il 40 e il 41% insieme al Governo.......La vedo nera anche dopo per quelli del NO e la gente non l ha capito!!!!!!!!!!!!.......L Italia mi preoccupa perchè con i falliti e i trombati che intravedono la loro rivincita c è poco da sta tranquilli!!!!!!!!!!!....IL NO è frastagliato in tanti partitini disomogenei per ideologia e interessi  tutti contro un nemico comune che ha messo in discussione la loro sopravvivenza e dei loro nciuci perdi tempo.....Secondo voi le prossime elezioni come andranno?......Frattanto ci ritroveremo con la Nazione in balia degli speculatori e di nuovo in crisi economica  ma gli altri avranno salvato il loro  orticello !!!!!!!!	2016-11-18T17:42:59+0000	939937052804572	85a31a43d071a5140779c467c687d2e0be917485	1	Complimenti era estremamente difficile mettere insieme  una così grande quantità di bufale e str,,,te. Ora sono più convinto di prima a votare SI!	2016-11-18T19:00:37+0000	1
3_3	819483748183237_939903442807933	96674c951a4a3359277c7e003a525098ebba7cec	Volendo stare ai sondaggi atuali il NO è al 52% e il SI al 48% senza valutare l astensionismo e altri fattori non trascurabili come gli indecisi  ancora da recuperare.....Noi siamo al 48%  il PD oscilla fra il 40 e il 41% insieme al Governo.......La vedo nera anche dopo per quelli del NO e la gente non l ha capito!!!!!!!!!!!!.......L Italia mi preoccupa perchè con i falliti e i trombati che intravedono la loro rivincita c è poco da sta tranquilli!!!!!!!!!!!....IL NO è frastagliato in tanti partitini disomogenei per ideologia e interessi  tutti contro un nemico comune che ha messo in discussione la loro sopravvivenza e dei loro nciuci perdi tempo.....Secondo voi le prossime elezioni come andranno?......Frattanto ci ritroveremo con la Nazione in balia degli speculatori e di nuovo in crisi economica  ma gli altri avranno salvato il loro  orticello !!!!!!!!	2016-11-18T17:42:59+0000	939930242805253	a4b2e40d801740c9ae52ca1b65b6eab31fa39923	0	LA GUIDA FINALE AL REFERENDUM. PER TUTTI GLI INDECISI, PER TUTTI I GONZI ABBINDOLATI DA RENZI, PER TUTTI GLI INTELLETTUALI DA STRAPAZZO: http://autori.fanpage.it/tutte-le-ragioni-per-votare-no-al-referendum/	2016-11-18T18:44:15+0000	0
3_4	819483748183237_939903442807933	96674c951a4a3359277c7e003a525098ebba7cec	Volendo stare ai sondaggi atuali il NO è al 52% e il SI al 48% senza valutare l astensionismo e altri fattori non trascurabili come gli indecisi  ancora da recuperare.....Noi siamo al 48%  il PD oscilla fra il 40 e il 41% insieme al Governo.......La vedo nera anche dopo per quelli del NO e la gente non l ha capito!!!!!!!!!!!!.......L Italia mi preoccupa perchè con i falliti e i trombati che intravedono la loro rivincita c è poco da sta tranquilli!!!!!!!!!!!....IL NO è frastagliato in tanti partitini disomogenei per ideologia e interessi  tutti contro un nemico comune che ha messo in discussione la loro sopravvivenza e dei loro nciuci perdi tempo.....Secondo voi le prossime elezioni come andranno?......Frattanto ci ritroveremo con la Nazione in balia degli speculatori e di nuovo in crisi economica  ma gli altri avranno salvato il loro  orticello !!!!!!!!	2016-11-18T17:42:59+0000	939937489471195	92f298a888a89dbaa997b13df8e2b2e2bc983bdd	0	Che culo!	2016-11-18T19:02:22+0000	0
3_5	819483748183237_939903442807933	96674c951a4a3359277c7e003a525098ebba7cec	Volendo stare ai sondaggi atuali il NO è al 52% e il SI al 48% senza valutare l astensionismo e altri fattori non trascurabili come gli indecisi  ancora da recuperare.....Noi siamo al 48%  il PD oscilla fra il 40 e il 41% insieme al Governo.......La vedo nera anche dopo per quelli del NO e la gente non l ha capito!!!!!!!!!!!!.......L Italia mi preoccupa perchè con i falliti e i trombati che intravedono la loro rivincita c è poco da sta tranquilli!!!!!!!!!!!....IL NO è frastagliato in tanti partitini disomogenei per ideologia e interessi  tutti contro un nemico comune che ha messo in discussione la loro sopravvivenza e dei loro nciuci perdi tempo.....Secondo voi le prossime elezioni come andranno?......Frattanto ci ritroveremo con la Nazione in balia degli speculatori e di nuovo in crisi economica  ma gli altri avranno salvato il loro  orticello !!!!!!!!	2016-11-18T17:42:59+0000	939937799471164	baadd696a482b0583ba26b05938dd00bc1667d20	0	Chi se ne frega fate come vi pare	2016-11-18T19:03:20+0000	0
3_6	819483748183237_939903442807933	96674c951a4a3359277c7e003a525098ebba7cec	Volendo stare ai sondaggi atuali il NO è al 52% e il SI al 48% senza valutare l astensionismo e altri fattori non trascurabili come gli indecisi  ancora da recuperare.....Noi siamo al 48%  il PD oscilla fra il 40 e il 41% insieme al Governo.......La vedo nera anche dopo per quelli del NO e la gente non l ha capito!!!!!!!!!!!!.......L Italia mi preoccupa perchè con i falliti e i trombati che intravedono la loro rivincita c è poco da sta tranquilli!!!!!!!!!!!....IL NO è frastagliato in tanti partitini disomogenei per ideologia e interessi  tutti contro un nemico comune che ha messo in discussione la loro sopravvivenza e dei loro nciuci perdi tempo.....Secondo voi le prossime elezioni come andranno?......Frattanto ci ritroveremo con la Nazione in balia degli speculatori e di nuovo in crisi economica  ma gli altri avranno salvato il loro  orticello !!!!!!!!	2016-11-18T17:42:59+0000	939956079469336	92f298a888a89dbaa997b13df8e2b2e2bc983bdd	0	52%  del No nella realtà potrebbe essere o 55% o al 49%	2016-11-18T19:35:58+0000	0
3_7	819483748183237_939903442807933	96674c951a4a3359277c7e003a525098ebba7cec	Volendo stare ai sondaggi atuali il NO è al 52% e il SI al 48% senza valutare l astensionismo e altri fattori non trascurabili come gli indecisi  ancora da recuperare.....Noi siamo al 48%  il PD oscilla fra il 40 e il 41% insieme al Governo.......La vedo nera anche dopo per quelli del NO e la gente non l ha capito!!!!!!!!!!!!.......L Italia mi preoccupa perchè con i falliti e i trombati che intravedono la loro rivincita c è poco da sta tranquilli!!!!!!!!!!!....IL NO è frastagliato in tanti partitini disomogenei per ideologia e interessi  tutti contro un nemico comune che ha messo in discussione la loro sopravvivenza e dei loro nciuci perdi tempo.....Secondo voi le prossime elezioni come andranno?......Frattanto ci ritroveremo con la Nazione in balia degli speculatori e di nuovo in crisi economica  ma gli altri avranno salvato il loro  orticello !!!!!!!!	2016-11-18T17:42:59+0000	939990646132546	0fe96b62461d8eef90f289a65925836504df9053	0	CHE ARMATA BRANCALEONE VA DAI SINSTROIDI AI PEGGIOR FASCISTI	2016-11-18T20:58:14+0000	1
3_8	819483748183237_939903442807933	96674c951a4a3359277c7e003a525098ebba7cec	Volendo stare ai sondaggi atuali il NO è al 52% e il SI al 48% senza valutare l astensionismo e altri fattori non trascurabili come gli indecisi  ancora da recuperare.....Noi siamo al 48%  il PD oscilla fra il 40 e il 41% insieme al Governo.......La vedo nera anche dopo per quelli del NO e la gente non l ha capito!!!!!!!!!!!!.......L Italia mi preoccupa perchè con i falliti e i trombati che intravedono la loro rivincita c è poco da sta tranquilli!!!!!!!!!!!....IL NO è frastagliato in tanti partitini disomogenei per ideologia e interessi  tutti contro un nemico comune che ha messo in discussione la loro sopravvivenza e dei loro nciuci perdi tempo.....Secondo voi le prossime elezioni come andranno?......Frattanto ci ritroveremo con la Nazione in balia degli speculatori e di nuovo in crisi economica  ma gli altri avranno salvato il loro  orticello !!!!!!!!	2016-11-18T17:42:59+0000	939994659465478	60667d5145835ea3ddd113c4f44fd2d10591559e	0	Le derive che hanno paura delle derive.....avete ma paura che L Italia parta davvero e vi lasci a piedi....	2016-11-18T21:09:55+0000	0
3_9	819483748183237_939903442807933	96674c951a4a3359277c7e003a525098ebba7cec	Volendo stare ai sondaggi atuali il NO è al 52% e il SI al 48% senza valutare l astensionismo e altri fattori non trascurabili come gli indecisi  ancora da recuperare.....Noi siamo al 48%  il PD oscilla fra il 40 e il 41% insieme al Governo.......La vedo nera anche dopo per quelli del NO e la gente non l ha capito!!!!!!!!!!!!.......L Italia mi preoccupa perchè con i falliti e i trombati che intravedono la loro rivincita c è poco da sta tranquilli!!!!!!!!!!!....IL NO è frastagliato in tanti partitini disomogenei per ideologia e interessi  tutti contro un nemico comune che ha messo in discussione la loro sopravvivenza e dei loro nciuci perdi tempo.....Secondo voi le prossime elezioni come andranno?......Frattanto ci ritroveremo con la Nazione in balia degli speculatori e di nuovo in crisi economica  ma gli altri avranno salvato il loro  orticello !!!!!!!!	2016-11-18T17:42:59+0000	940005366131074	b777b7766315e1ea528b102c358883f70423fbf2	0	sto diventando ottimista.....e sapete perche'????.....chiunque vinca ...SUBITO AL VOTO.....  e' ora di fare chiarezza......	2016-11-18T21:41:51+0000	1
4_0	819483748183237_939367562861521	96674c951a4a3359277c7e003a525098ebba7cec	Andrea Pizzo shared Basta un SÌ per cambiare l Italia s video to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	2016-11-17T20:51:34+0000	939410112857266	d25c6eea6b437370ec72c5dc725a94f2a430ba59	0	Non è mai troppo tardi ...	2016-11-17T22:28:21+0000	0
4_1	819483748183237_939367562861521	96674c951a4a3359277c7e003a525098ebba7cec	Andrea Pizzo shared Basta un SÌ per cambiare l Italia s video to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	2016-11-17T20:51:34+0000	939435829521361	6c82d49f2a04513331cd1af0543da72cb2dcc06d	0	Ci vorrebbe il maestro Manzù per questo idiota	2016-11-17T23:31:43+0000	2
4_2	819483748183237_939367562861521	96674c951a4a3359277c7e003a525098ebba7cec	Andrea Pizzo shared Basta un SÌ per cambiare l Italia s video to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	2016-11-17T20:51:34+0000	939630742835203	084cdac4e4eb2aaca4f5c64df2ca4eeabd4465e6	0	Buono questo.....	2016-11-18T08:33:54+0000	1
4_3	819483748183237_939367562861521	96674c951a4a3359277c7e003a525098ebba7cec	Andrea Pizzo shared Basta un SÌ per cambiare l Italia s video to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	2016-11-17T20:51:34+0000	939997189465225	151d6e2af6d5fbd4de61b24eb32639b771f97970	0	questo fassina è invidioso  si vede e si sente quando parla ma perchè l'hanno fatto entrare nel partito se porta solo divisioni?	2016-11-18T21:18:47+0000	1
4_4	819483748183237_939367562861521	96674c951a4a3359277c7e003a525098ebba7cec	Andrea Pizzo shared Basta un SÌ per cambiare l Italia s video to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	2016-11-17T20:51:34+0000	939997316131879	6b7fa6c89077e6e808e07b3df8f449d8a530d96c	0	Era un pollo da batteria della Ditta	2016-11-18T21:19:23+0000	0
4_5	819483748183237_939367562861521	96674c951a4a3359277c7e003a525098ebba7cec	Andrea Pizzo shared Basta un SÌ per cambiare l Italia s video to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	2016-11-17T20:51:34+0000	940000266131584	6b7fa6c89077e6e808e07b3df8f449d8a530d96c	1	Bravo!!	2016-11-18T21:27:56+0000	0
4_6	819483748183237_939367562861521	96674c951a4a3359277c7e003a525098ebba7cec	Andrea Pizzo shared Basta un SÌ per cambiare l Italia s video to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	2016-11-17T20:51:34+0000	940000396131571	6b7fa6c89077e6e808e07b3df8f449d8a530d96c	1	Io sto facendo lo stesso!	2016-11-18T21:28:07+0000	0
4_7	819483748183237_939367562861521	96674c951a4a3359277c7e003a525098ebba7cec	Andrea Pizzo shared Basta un SÌ per cambiare l Italia s video to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	2016-11-17T20:51:34+0000	939999742798303	151d6e2af6d5fbd4de61b24eb32639b771f97970	0	questo referendum deve essere spiegato meglio perchè molti non l'hanno capito e credono a tutto quello che dicono no Questa sera l'ho dovuto spiegare io perfino a un ispettore della polizia in pensione e alla fine mi ha detto che voterà SI	2016-11-18T21:26:27+0000	1
6_0	819483748183237_939650859499858	96674c951a4a3359277c7e003a525098ebba7cec	Tutti gli ultimi sondaggi dicono che il SI vince al Nord e al Centro Nord...mentre al Sud e Centro Sud vince nettamente il NO... Anche le varie Mafie votano NO  affinché tutto resti come è  e nulla cambi.  Vi ricordo che nei grandi Referendum  al Sud la Monarchia vinse  ma poi la Repubblica trionfò  e lo stesso successe per il Referendum sul Divorzio. Che sia di buon auspicio??	2016-11-18T09:26:22+0000	939660822832195	b375386688f2d2b129b7cf48631de961112d5627	0	Speriamo	2016-11-18T09:33:39+0000	1
6_1	819483748183237_939650859499858	96674c951a4a3359277c7e003a525098ebba7cec	Tutti gli ultimi sondaggi dicono che il SI vince al Nord e al Centro Nord...mentre al Sud e Centro Sud vince nettamente il NO... Anche le varie Mafie votano NO  affinché tutto resti come è  e nulla cambi.  Vi ricordo che nei grandi Referendum  al Sud la Monarchia vinse  ma poi la Repubblica trionfò  e lo stesso successe per il Referendum sul Divorzio. Che sia di buon auspicio??	2016-11-18T09:26:22+0000	939664159498528	4c0f5594102421f1b5f91a27b5b3ff30f8f9ccbf	0	Speriamo	2016-11-18T09:39:26+0000	1
6_2	819483748183237_939650859499858	96674c951a4a3359277c7e003a525098ebba7cec	Tutti gli ultimi sondaggi dicono che il SI vince al Nord e al Centro Nord...mentre al Sud e Centro Sud vince nettamente il NO... Anche le varie Mafie votano NO  affinché tutto resti come è  e nulla cambi.  Vi ricordo che nei grandi Referendum  al Sud la Monarchia vinse  ma poi la Repubblica trionfò  e lo stesso successe per il Referendum sul Divorzio. Che sia di buon auspicio??	2016-11-18T09:26:22+0000	939668146164796	9eb83654aa610d7bfcd7b0a49d51dbaff9976798	0	Nel sondaggio degli indecisi , la grande maggioranza propenderebbe per il Si , dunque la partita è apertissima .  Diamoci dentro nelle due settimane , potremo vincere !!	2016-11-18T09:54:33+0000	2
6_3	819483748183237_939650859499858	96674c951a4a3359277c7e003a525098ebba7cec	Tutti gli ultimi sondaggi dicono che il SI vince al Nord e al Centro Nord...mentre al Sud e Centro Sud vince nettamente il NO... Anche le varie Mafie votano NO  affinché tutto resti come è  e nulla cambi.  Vi ricordo che nei grandi Referendum  al Sud la Monarchia vinse  ma poi la Repubblica trionfò  e lo stesso successe per il Referendum sul Divorzio. Che sia di buon auspicio??	2016-11-18T09:26:22+0000	939668236164787	4c0f5594102421f1b5f91a27b5b3ff30f8f9ccbf	0	Dobbiamo	2016-11-18T09:55:06+0000	2
6_4	819483748183237_939650859499858	96674c951a4a3359277c7e003a525098ebba7cec	Tutti gli ultimi sondaggi dicono che il SI vince al Nord e al Centro Nord...mentre al Sud e Centro Sud vince nettamente il NO... Anche le varie Mafie votano NO  affinché tutto resti come è  e nulla cambi.  Vi ricordo che nei grandi Referendum  al Sud la Monarchia vinse  ma poi la Repubblica trionfò  e lo stesso successe per il Referendum sul Divorzio. Che sia di buon auspicio??	2016-11-18T09:26:22+0000	939704896161121	471c85c166d55405e3f02408f98739f1f0c22f61	0	povero sud!	2016-11-18T11:21:28+0000	1
6_5	819483748183237_939650859499858	96674c951a4a3359277c7e003a525098ebba7cec	Tutti gli ultimi sondaggi dicono che il SI vince al Nord e al Centro Nord...mentre al Sud e Centro Sud vince nettamente il NO... Anche le varie Mafie votano NO  affinché tutto resti come è  e nulla cambi.  Vi ricordo che nei grandi Referendum  al Sud la Monarchia vinse  ma poi la Repubblica trionfò  e lo stesso successe per il Referendum sul Divorzio. Che sia di buon auspicio??	2016-11-18T09:26:22+0000	939727866158824	471c85c166d55405e3f02408f98739f1f0c22f61	1	hai ragione ma pensa a me! io sono del sud	2016-11-18T12:22:17+0000	1
6_6	819483748183237_939650859499858	96674c951a4a3359277c7e003a525098ebba7cec	Tutti gli ultimi sondaggi dicono che il SI vince al Nord e al Centro Nord...mentre al Sud e Centro Sud vince nettamente il NO... Anche le varie Mafie votano NO  affinché tutto resti come è  e nulla cambi.  Vi ricordo che nei grandi Referendum  al Sud la Monarchia vinse  ma poi la Repubblica trionfò  e lo stesso successe per il Referendum sul Divorzio. Che sia di buon auspicio??	2016-11-18T09:26:22+0000	939758359489108	46df48e042785e2e57ce64849008fe46bd6e416d	1	Se vince il No Renzi lascia e questo mi preoccupa molto dal momento che x adesso non vedo nessuno che possa sostituirlo e vedo tutto questo negativo!ha ragione quando dice che ha cercato di cambiare il Paese ma se gli italiani vogliono che niente cambi ...	2016-11-18T13:18:57+0000	0
6_7	819483748183237_939650859499858	96674c951a4a3359277c7e003a525098ebba7cec	Tutti gli ultimi sondaggi dicono che il SI vince al Nord e al Centro Nord...mentre al Sud e Centro Sud vince nettamente il NO... Anche le varie Mafie votano NO  affinché tutto resti come è  e nulla cambi.  Vi ricordo che nei grandi Referendum  al Sud la Monarchia vinse  ma poi la Repubblica trionfò  e lo stesso successe per il Referendum sul Divorzio. Che sia di buon auspicio??	2016-11-18T09:26:22+0000	939984539466490	769e558c0b1523daddeafe0f2d53288d6c49450a	1	ma come noi abbiamo un grande statista al nord SALVINI che spacchera il culo ai terroni wiva il presidente del sud lunga vita	2016-11-18T20:41:28+0000	0
6_8	819483748183237_939650859499858	96674c951a4a3359277c7e003a525098ebba7cec	Tutti gli ultimi sondaggi dicono che il SI vince al Nord e al Centro Nord...mentre al Sud e Centro Sud vince nettamente il NO... Anche le varie Mafie votano NO  affinché tutto resti come è  e nulla cambi.  Vi ricordo che nei grandi Referendum  al Sud la Monarchia vinse  ma poi la Repubblica trionfò  e lo stesso successe per il Referendum sul Divorzio. Che sia di buon auspicio??	2016-11-18T09:26:22+0000	939723149492629	120ca73363f5ea6ad23ea1ecd3825046b3572dd8	0	Il sud non mi fa più pena, se non vuole cambiare.....si arrangi!	2016-11-18T12:09:32+0000	2
8_0	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939727796158831	9aa4d05057369fc577bd4352ecdea13e792561a5	1	No ma come vanno le cose sembra sia il futuro....	2016-11-18T12:22:07+0000	0
8_1	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939728246158786	28b2bf48ee64e725550f2fcac18b8b878a6a4ed4	1	Legga con il famoso tono che fu di Totò: "ma mi faccia il piacere!"	2016-11-18T12:23:37+0000	1
8_2	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939727452825532	28b2bf48ee64e725550f2fcac18b8b878a6a4ed4	0	Perché, c'è questa clausola nel referendum? Se vince il no quelli si devono alleare e governare?	2016-11-18T12:20:40+0000	0
8_3	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939728676158743	471c85c166d55405e3f02408f98739f1f0c22f61	0	Ma per piacere! Se vince il No Renzi consegna il mandato a Mattarella che dopo le consultazioni rida il mandato a Renzi e ci sarà un Renzi bis!  Ditelo ai coglioni che votano per mandare a casa Renzi! Votando No fanno come quel tizio che per fare dispetto alla moglie si taglia il pisello! Resteranno con Renzi e senza riforma!	2016-11-18T12:25:03+0000	7
8_4	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939752952822982	4bc4aade563ae9fff4b95e6ef712ee85d7495a9e	1	Quali altre volte? Questo è il terzo referendum confermativo nella storia d'Italia. Il primo è stato approvato, il secondo è stato respinto ma la maggioranza che l'aveva proposto non esisteva più, essendo già scaduto il loro mandato. Questo è un caso unico, non ci sono altre volte.	2016-11-18T13:09:42+0000	0
8_5	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939763719488572	28b2bf48ee64e725550f2fcac18b8b878a6a4ed4	1	Non parlo della storia referendaria, ma di tutte le volte che una proposta di legge o un qualsiasi altro referendum non sono passati.	2016-11-18T13:31:00+0000	0
8_6	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939729509491993	28b2bf48ee64e725550f2fcac18b8b878a6a4ed4	0	Se vince il NO non succederà un bel niente come non è successo un bel niente altre volte.	2016-11-18T12:26:42+0000	0
8_7	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939765726155038	9e07ac0988fbf8a811b8332fd57238a73075fed9	0	Vado in Canada 😊	2016-11-18T13:39:10+0000	0
8_8	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939766816154929	b7804680c8a4fb2ae480e1a554c80258f13ea2ef	0	e chi tel'ha detto che funziona cosi ?? quei papocchi li li avete fatti solo voi con il berlusca , con l'alfano ed il gardini , ma voi cosa sia la vergogna  non lo sapete , e dite fregnacce  a vanvera , ma fumate  ??	2016-11-18T13:42:16+0000	0
8_9	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939774542820823	9aa4d05057369fc577bd4352ecdea13e792561a5	0	La mia e stata solo una provocazione. Non credo che non accadrà mai. Ma leggendo e parlando con gente che vota no mi hanno fatto venire un dubbio. Tutto qui.	2016-11-18T14:02:29+0000	0
8_10	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939775846154026	e418ec0b00d746fb8d78aceb7cfee1f3214f7c47	0		2016-11-18T14:05:54+0000	0
8_11	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939776706153940	11abf412b128abc0bded66a924f4939f4e13a8c1	0	Come facciamo a convincere gli altri:(?	2016-11-18T14:08:47+0000	0
8_12	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939837119481232	e5e516cde11915c06fbb37a57be9aca2aff869fd	0	se vince il no siamo nella merda.forza matteo io voto si	2016-11-18T15:49:22+0000	0
8_13	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939838716147739	e418ec0b00d746fb8d78aceb7cfee1f3214f7c47	0		2016-11-18T15:52:47+0000	0
8_14	819483748183237_939718632826414	96674c951a4a3359277c7e003a525098ebba7cec	Ma se vincesse il No  cosa ne pensate di un governo tra FORZA ITALIA- LEGA E M5S?               UNO SCHIFO	2016-11-18T11:55:47+0000	939934516138159	67ea849de06d26616707eeaa0ee75fb4db7ed35a	0	Con la (sciagurata) vittoria del no si potrebbe fare un governo FI PD, estendere l'italicum modificato al senato col premio di maggioranza assegnato alla coalizione e non piu' alla lista e quindi  nuove elezioni. Mi piacerebbe il tutto con Renzi ma non so se sarebbe possibile.	2016-11-18T18:55:58+0000	0
9_0	819483748183237_939912346140376	96674c951a4a3359277c7e003a525098ebba7cec	Sì o No? Questo mio post non è rivolto a chi hauna visione politica di questo referendum ma a chi vuole approfondirne i contenuti. Spero possa essere utile soprattutto a chi nel frastuono dei media sta cercando di farsi un idea.  	2016-11-18T18:08:38+0000	939925072805770	4c0f5594102421f1b5f91a27b5b3ff30f8f9ccbf	0	Mi sembra un approfondimento assai unilaterale, a favore del no  Ad.esempio, nel.calcolo dei risparmi non vengono contati ne' il taglio dei finanziamenri ai gruppi consiliari regionali, ne" la scomparsa futura dei vitalizi senatoriali ( 154 milioni annui, attualmente), ne' la.scomparsa delle.indenita' di fine mandato dei senatori - e.mi limito.solo a questi aspetti della questione  Quanto alla.sanita' regionale, trovo.la.descrizione della.situazione futura carente e semplicistica, il vero problema, nelle regioni meridionali, essendo organizzativo e non di legislazione. Non viene tenuto in conto.neppure.il.fatto che le.regioni "virtuose" avranno una autonomia molto piu' elevata  In breve, una sintesi carente e strabica, a mio avviso, per questi ed altri motivi	2016-11-18T18:30:40+0000	1
11_0	819483748183237_939834649481479	96674c951a4a3359277c7e003a525098ebba7cec	Fantastico... uno del m5s con cui prima abbiamo avuto una discussione per il referendum mi ha tolto l amicizia solo perché la penso in maniera diversa dalla sua	2016-11-18T15:45:58+0000	939846106147000	e5e516cde11915c06fbb37a57be9aca2aff869fd	0	fregatene..	2016-11-18T16:02:57+0000	2
